round,strategy,display_name,role,policy,transition_variant,gate_mode,seed_index,transition_l1_error,off_support_leakage,reward_pct_oracle,top1_agreement,top2_agreement
1000,Adp. + beta gate prior,Beta-gate prior,Refined TM-TW,tm_tw_refined,gated_offline,beta,0,0.0711319252965489,0.0139537234436498,95.16264156764642,0.757,0.948
1000,Adp. + beta gate prior,Beta-gate prior,Refined TM-TW,tm_tw_refined,gated_offline,beta,1,0.0717153229509049,0.0135547066089262,97.8791662847272,0.883,0.973
1000,Adp. + beta gate prior,Beta-gate prior,Refined TM-TW,tm_tw_refined,gated_offline,beta,2,0.0702937861886268,0.0138170285397951,94.77429080618089,0.75,0.911
1000,Adp. + beta gate prior,Beta-gate prior,Refined TM-TW,tm_tw_refined,gated_offline,beta,3,0.0609733978677873,0.0128266320271868,98.77967153063987,0.844,0.952
1000,Adp. + beta gate prior,Beta-gate prior,Refined TM-TW,tm_tw_refined,gated_offline,beta,4,0.0730538340664414,0.013806693402623,97.85932705098864,0.811,0.92
1000,Adp. + beta gate prior,Beta-gate prior,Refined TM-TW,tm_tw_refined,gated_offline,beta,5,0.0701108230946525,0.0138931839855549,99.68753607511762,0.871,0.966
1000,Adp. + beta gate prior,Beta-gate prior,Refined TM-TW,tm_tw_refined,gated_offline,beta,6,0.0642799507925737,0.015966791605968,98.60445359448042,0.746,0.847
1000,Adp. + beta gate prior,Beta-gate prior,Refined TM-TW,tm_tw_refined,gated_offline,beta,7,0.0797409365604345,0.0130189701121899,97.83452599343956,0.75,0.895
1000,Adp. + beta gate prior,Beta-gate prior,Refined TM-TW,tm_tw_refined,gated_offline,beta,8,0.0663127616808884,0.0133521664761358,95.6249335126394,0.676,0.874
1000,Adp. + beta gate prior,Beta-gate prior,Refined TM-TW,tm_tw_refined,gated_offline,beta,9,0.0664293026169919,0.015211513220677,97.93772145019445,0.775,0.949
1000,Adp. + beta gate + LR,Beta-gate + LR,Refined TM-TW,tm_tw_refined,gated_offline_low_rank,beta,0,0.0610590575482409,0.0133096911966291,96.41253611441296,0.727,0.888
1000,Adp. + beta gate + LR,Beta-gate + LR,Refined TM-TW,tm_tw_refined,gated_offline_low_rank,beta,1,0.069793026435607,0.0134374522120064,98.03087773232356,0.836,0.963
1000,Adp. + beta gate + LR,Beta-gate + LR,Refined TM-TW,tm_tw_refined,gated_offline_low_rank,beta,2,0.0711434980454772,0.0157616200774874,95.78307404047456,0.669,0.851
1000,Adp. + beta gate + LR,Beta-gate + LR,Refined TM-TW,tm_tw_refined,gated_offline_low_rank,beta,3,0.07509667611049,0.0143856162893476,89.92581984594972,0.54,0.767
1000,Adp. + beta gate + LR,Beta-gate + LR,Refined TM-TW,tm_tw_refined,gated_offline_low_rank,beta,4,0.0794077041778808,0.0142796010429202,96.36352341952184,0.756,0.887
1000,Adp. + beta gate + LR,Beta-gate + LR,Refined TM-TW,tm_tw_refined,gated_offline_low_rank,beta,5,0.0618340409530943,0.0125371512116535,99.77783315642098,0.76,0.929
1000,Adp. + beta gate + LR,Beta-gate + LR,Refined TM-TW,tm_tw_refined,gated_offline_low_rank,beta,6,0.072247375602754,0.0168300985141764,91.63074329211774,0.572,0.708
1000,Adp. + beta gate + LR,Beta-gate + LR,Refined TM-TW,tm_tw_refined,gated_offline_low_rank,beta,7,0.0698658770068352,0.0132504225824157,98.3478178479484,0.689,0.868
1000,Adp. + beta gate + LR,Beta-gate + LR,Refined TM-TW,tm_tw_refined,gated_offline_low_rank,beta,8,0.0725273385945134,0.0131029913429889,95.40852810511976,0.685,0.878
1000,Adp. + beta gate + LR,Beta-gate + LR,Refined TM-TW,tm_tw_refined,gated_offline_low_rank,beta,9,0.0664649619374708,0.014146698094482,96.8679689519802,0.776,0.937
1000,Adp. + support/offline,Support + offline,Refined TM-TW,tm_tw_refined,support_offline,deterministic,0,0.0558851019476539,1.227914309641812e-07,92.50098995203764,0.706,0.885
1000,Adp. + support/offline,Support + offline,Refined TM-TW,tm_tw_refined,support_offline,deterministic,1,0.0533372831651726,1.2040234023981418e-07,98.01952433946884,0.88,0.965
1000,Adp. + support/offline,Support + offline,Refined TM-TW,tm_tw_refined,support_offline,deterministic,2,0.0613665941214751,1.1770555356359197e-07,96.26928630724652,0.761,0.904
1000,Adp. + support/offline,Support + offline,Refined TM-TW,tm_tw_refined,support_offline,deterministic,3,0.0603751781165291,1.2089340628089864e-07,97.88996479425424,0.809,0.939
1000,Adp. + support/offline,Support + offline,Refined TM-TW,tm_tw_refined,support_offline,deterministic,4,0.0531503684580278,1.1846777656658837e-07,98.17767104756388,0.833,0.944
1000,Adp. + support/offline,Support + offline,Refined TM-TW,tm_tw_refined,support_offline,deterministic,5,0.0556608842751359,1.104080573450884e-07,97.87559389772714,0.826,0.939
1000,Adp. + support/offline,Support + offline,Refined TM-TW,tm_tw_refined,support_offline,deterministic,6,0.0524691427428988,1.315133973989467e-07,97.57833549835308,0.806,0.897
1000,Adp. + support/offline,Support + offline,Refined TM-TW,tm_tw_refined,support_offline,deterministic,7,0.0550816179388909,1.253317253332167e-07,97.6188149505016,0.711,0.906
1000,Adp. + support/offline,Support + offline,Refined TM-TW,tm_tw_refined,support_offline,deterministic,8,0.0589363897024583,1.0691059362704899e-07,93.64693719534182,0.572,0.795
1000,Adp. + support/offline,Support + offline,Refined TM-TW,tm_tw_refined,support_offline,deterministic,9,0.0475655615261242,1.4026502494524644e-07,97.06113520874008,0.743,0.95
