policy,seed,rounds,S,k,top_gap_lambda,transition_dominance,context_noise_level,transition_variant,trust_scale_mult,gate_scale_mult,gate_mode,beta_gate_concentration,trust_floor,trust_cap,support_mask_enabled,avg_reward,cum_reward,oracle_cum_reward,reward_pct_oracle,cum_regret,top1_agreement,top2_agreement,transition_l1_error,off_support_leakage,runtime_seconds,policy_label,experiment_id
oracle,20261640,100,20,2,0.0,0.45,0.3,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,8895.429969985005,889542.9969985005,1023424.9253164122,86.91824627228817,133881.9283179117,0.68,0.86,0.2856617334987997,0.038507565979748574,0.022131541999982574,oracle,context_noise_refinement
state_thompson,20262538,100,20,2,0.0,0.45,0.3,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5250.2512524275335,525025.1252427533,892673.6925569382,58.81489839124672,367648.56731418485,0.25,0.52,0.2820132533439519,0.03755424223897834,0.024289083000013534,state_thompson,context_noise_refinement
global_ucb_tw,20262374,100,20,2,0.0,0.45,0.3,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5188.89576682452,518889.57668245205,1032773.967169524,50.242317600679726,513884.390487072,0.37,0.55,0.2847630687309732,0.03741746793387307,0.5926616250000052,global_ucb_tw_dense,context_noise_refinement
local_ucb_tw,20262272,100,20,2,0.0,0.45,0.3,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6953.405356158959,695340.5356158959,1068266.9646319558,65.09052124956965,372926.42901605996,0.36,0.7,0.2812527934435864,0.03753548579333173,0.589611375000004,local_ucb_tw_dense,context_noise_refinement
exp4,20261395,100,20,2,0.0,0.45,0.3,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6096.210602233325,609621.0602233325,936809.7237996341,65.07416017745338,327188.66357630165,0.43,0.71,0.28887029063814346,0.038308843716119034,0.5963894159999938,exp4_dense,context_noise_refinement
tw,20261245,100,20,2,0.0,0.45,0.3,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,7113.41503443517,711341.503443517,1041842.4257052642,68.27726399815039,330500.9222617472,0.46,0.7,0.29223260699491715,0.039555485566897836,0.5867039170000226,tw_dense,context_noise_refinement
tm_tw,20261565,100,20,2,0.0,0.45,0.3,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5951.6525243438255,595165.2524343826,971253.8175246015,61.27803481393341,376088.5650902189,0.3,0.63,0.28318383751808723,0.03672041641192854,0.5952763340000047,tm_tw_dense,context_noise_refinement
tm_tw_refined,20262393,100,20,2,0.0,0.45,0.3,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,7739.339958280221,773933.9958280221,920626.9680594363,84.06597054824233,146692.97223141417,0.45,0.67,0.28404916443239564,0.03829922771791531,0.5902584159999833,tm_tw_refined_dense,context_noise_refinement
tw,20262069,100,20,2,0.0,0.45,0.3,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,8182.395629813719,818239.5629813719,1127049.3417539059,72.6001544624509,308809.778772534,0.45,0.78,0.20233643639841742,0.027508677507739974,0.5791840420000085,tw_gated_offline,context_noise_refinement
tm_tw,20262389,100,20,2,0.0,0.45,0.3,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,6835.593203349592,683559.3203349592,989992.8652609958,69.04689360107153,306433.5449260366,0.44,0.71,0.20004572252768513,0.02731215061783638,0.5936883329999887,tm_tw_gated_offline,context_noise_refinement
tm_tw_refined,20263217,100,20,2,0.0,0.45,0.3,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,8463.648021657425,846364.8021657426,1026437.0649091369,82.4565705098213,180072.26274339424,0.46,0.74,0.2105170051601736,0.0287861889643789,0.5930938749999939,tm_tw_refined_gated_offline,context_noise_refinement
tw,20263025,100,20,2,0.0,0.45,0.3,gated_offline_low_rank,1.0,1.0,deterministic,20.0,0.1,0.95,False,7902.705107015964,790270.5107015964,1095806.5679100307,72.11770159480193,305536.05720843433,0.43,0.69,0.2013087179443156,0.027326760462004912,0.7126725840000177,tw_gated_offline_low_rank,context_noise_refinement
tm_tw,20263345,100,20,2,0.0,0.45,0.3,gated_offline_low_rank,1.0,1.0,deterministic,20.0,0.1,0.95,False,4089.3699691554084,408936.99691554083,1080623.3626973021,37.84269441434331,671686.3657817612,0.25,0.6,0.2020542328237768,0.027673452016823346,0.7243615000000148,tm_tw_gated_offline_low_rank,context_noise_refinement
tm_tw_refined,20264173,100,20,2,0.0,0.45,0.3,gated_offline_low_rank,1.0,1.0,deterministic,20.0,0.1,0.95,False,7081.246687894434,708124.6687894434,993116.5444999328,71.30327983268144,284991.87571048934,0.45,0.77,0.2021747963985054,0.027465775174736452,0.7244372079999835,tm_tw_refined_gated_offline_low_rank,context_noise_refinement
tw,20262349,100,20,2,0.0,0.45,0.3,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,7417.514969650373,741751.4969650373,1013256.2348020846,73.20473059905925,271504.7378370473,0.45,0.73,0.11067612146785794,0.010435275895510474,0.5777089579999881,tw_support_offline,context_noise_refinement
tm_tw,20262669,100,20,2,0.0,0.45,0.3,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,6771.334899810335,677133.4899810335,902061.0672982464,75.0651496366104,224927.57731721294,0.41,0.73,0.10732848647204893,0.010103834409791033,0.5934956670000133,tm_tw_support_offline,context_noise_refinement
tm_tw_refined,20263497,100,20,2,0.0,0.45,0.3,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,7773.6978315009155,777369.7831500915,989368.6088571985,78.57231128931987,211998.82570710697,0.44,0.72,0.10522833685609158,0.009454032002580394,0.5893329590000178,tm_tw_refined_support_offline,context_noise_refinement
oracle,20261641,100,20,2,0.0,0.45,0.3,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,7980.483896576434,798048.3896576434,965509.732817904,82.65565457620882,167461.34316026059,0.74,0.89,0.2936581363981046,0.038979500013380186,0.02215624999999477,oracle,context_noise_refinement
state_thompson,20262539,100,20,2,0.0,0.45,0.3,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6967.684925032207,696768.4925032207,975631.207203993,71.41720020416841,278862.7147007723,0.52,0.7,0.28637891303761287,0.037524545948583045,0.024191709000007222,state_thompson,context_noise_refinement
global_ucb_tw,20262375,100,20,2,0.0,0.45,0.3,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,3390.0110157414492,339001.1015741449,1013809.0739832957,33.43835740611358,674807.9724091508,0.14,0.41,0.2895528887425569,0.03807678784996902,0.5884289169999875,global_ucb_tw_dense,context_noise_refinement
local_ucb_tw,20262273,100,20,2,0.0,0.45,0.3,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6162.067862756079,616206.7862756079,976898.5659964482,63.077867828280574,360691.7797208403,0.44,0.64,0.28958883919161055,0.03920653086808579,0.5945370000000025,local_ucb_tw_dense,context_noise_refinement
exp4,20261396,100,20,2,0.0,0.45,0.3,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6761.476930664399,676147.6930664399,952250.0684851626,71.00526589008854,276102.37541872263,0.54,0.74,0.2940600261778139,0.039537480351317725,0.599735083000013,exp4_dense,context_noise_refinement
tw,20261246,100,20,2,0.0,0.45,0.3,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5152.408531077734,515240.8531077734,976828.6982905243,52.746285403925825,461587.8451827509,0.4,0.61,0.288171798871357,0.03722030782658457,0.5825026249999894,tw_dense,context_noise_refinement
tm_tw,20261566,100,20,2,0.0,0.45,0.3,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6823.832341282902,682383.2341282902,985775.2348305986,69.22300439466356,303392.0007023084,0.46,0.77,0.28600686597019287,0.03847546022688676,0.5955262919999882,tm_tw_dense,context_noise_refinement
tm_tw_refined,20262394,100,20,2,0.0,0.45,0.3,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,7628.0948025089965,762809.4802508997,927110.1977960179,82.27818894283509,164300.71754511818,0.55,0.72,0.288396041206056,0.03866034710257249,0.5993302919999905,tm_tw_refined_dense,context_noise_refinement
