S,context_noise_level,trust_scale_mult,gate_scale_mult,gate_mode,trust_floor,policy_label,n,mean_reward_pct_oracle,mean_transition_l1_error,mean_off_support_leakage,mean_top1_agreement,mean_top2_agreement,mean_cum_regret
20,0.3,1.0,1.0,deterministic,0.1,tm_tw_refined_support_offline,3,71.57545751483805,0.1060892301081287,0.009547540872434404,0.44999999999999996,0.7000000000000001,318081.2999940134
20,0.3,1.0,1.0,deterministic,0.1,tm_tw_support_offline,3,67.69495942119981,0.11262768798665239,0.010403443967490806,0.5066666666666667,0.7033333333333335,351243.9249069166
20,0.3,1.0,1.0,deterministic,0.1,tw_dense,3,45.137214749341986,0.2876493004935537,0.03797223337237603,0.3333333333333333,0.5433333333333333,592243.6944533023
20,0.3,1.0,1.0,deterministic,0.1,tw_gated_offline,3,46.75483887467441,0.2025200689677715,0.027549440546993858,0.3499999999999999,0.6166666666666667,535984.8909204281
20,0.3,1.0,1.0,deterministic,0.1,tw_gated_offline_low_rank,3,50.49423778752236,0.2014746293507074,0.027327947711749775,0.3466666666666667,0.6033333333333334,517120.9313926704
20,0.3,1.0,1.0,deterministic,0.1,tw_support_offline,3,78.12975135856483,0.10819602423815826,0.010073050976746982,0.52,0.77,228131.71983083608
50,0.0,1.0,1.0,deterministic,0.1,exp4_dense,3,80.40212212548865,0.30774788296027705,0.01585359352482064,0.5033333333333333,0.7600000000000001,200105.2815132769
50,0.0,1.0,1.0,deterministic,0.1,global_ucb_tw_dense,3,55.93160976251021,0.3040347708621339,0.015670739731358557,0.35333333333333333,0.5333333333333333,453595.2722683398
50,0.0,1.0,1.0,deterministic,0.1,local_ucb_tw_dense,3,61.70597410391499,0.3026570982887271,0.015640581157735447,0.3633333333333333,0.6066666666666668,418229.8983204796
50,0.0,1.0,1.0,deterministic,0.1,oracle,3,100.0,0.30358227776085056,0.015601943617940255,1.0,1.0,0.0
50,0.0,1.0,1.0,deterministic,0.1,state_thompson,3,47.56966290815193,0.30874194019808954,0.015907328882826307,0.23,0.4566666666666667,495963.45341762877
50,0.0,1.0,1.0,deterministic,0.1,tm_tw_dense,3,33.39213155816663,0.3015476133699372,0.015559414711593207,0.24,0.4766666666666666,688692.2558264434
50,0.0,1.0,1.0,deterministic,0.1,tm_tw_gated_offline,3,58.54074516601484,0.23986697675843985,0.012392580036566564,0.41333333333333333,0.6166666666666667,416494.50219675346
50,0.0,1.0,1.0,deterministic,0.1,tm_tw_gated_offline_low_rank,3,53.14076544340957,0.24028353931783472,0.012445016309571138,0.35000000000000003,0.5833333333333334,474163.51336525194
50,0.0,1.0,1.0,deterministic,0.1,tm_tw_refined_dense,3,82.82518309263429,0.3067575037815217,0.015838601555292788,0.5266666666666667,0.7200000000000001,172594.47918500402
50,0.0,1.0,1.0,deterministic,0.1,tm_tw_refined_gated_offline,3,73.55652252991676,0.24038994147075068,0.012460783783753683,0.4833333333333334,0.7133333333333334,266248.78460056894
50,0.0,1.0,1.0,deterministic,0.1,tm_tw_refined_gated_offline_low_rank,3,76.66833943247036,0.24142600321654636,0.01248370598670956,0.43999999999999995,0.6966666666666667,236284.07169883218
50,0.0,1.0,1.0,deterministic,0.1,tm_tw_refined_support_offline,3,75.50055331828973,0.0790905775917229,3.8315437244743956e-07,0.5000000000000001,0.75,232520.25888374154
50,0.0,1.0,1.0,deterministic,0.1,tm_tw_support_offline,3,45.94168786140073,0.0810698753323788,3.772442588550141e-07,0.2966666666666667,0.5399999999999999,563807.261979478
50,0.0,1.0,1.0,deterministic,0.1,tw_dense,3,55.20218540098358,0.30431376179798614,0.015698650235379353,0.3733333333333333,0.56,461566.672914023
50,0.0,1.0,1.0,deterministic,0.1,tw_gated_offline,3,61.87103565300665,0.23915740770538998,0.012360010905276109,0.4166666666666667,0.6466666666666666,381803.0223679345
50,0.0,1.0,1.0,deterministic,0.1,tw_gated_offline_low_rank,3,46.660613221763754,0.23940565012895076,0.01238618970776411,0.35333333333333333,0.5633333333333334,529955.2415925099
50,0.0,1.0,1.0,deterministic,0.1,tw_support_offline,3,51.78032559103241,0.08055754495281306,3.833376779071162e-07,0.3633333333333333,0.6,467351.1477838888
50,0.1,1.0,1.0,deterministic,0.1,exp4_dense,3,69.39314181171363,0.32320885859902454,0.01678976822957853,0.4333333333333333,0.6633333333333334,306010.92313287064
50,0.1,1.0,1.0,deterministic,0.1,global_ucb_tw_dense,3,61.81366585113059,0.31955463736713896,0.016511203012868302,0.42333333333333334,0.6366666666666666,369014.0286316727
